churn,tenure_months,monthly_charges,total_services,support_calls_last90d,late_payments_12m,downtime_hrs_6m,contract,internet,payment_method,support_tier,promo_status
0,17.6,90.86,2,3,1,3.07,month-to-month,fiber,electronic_check,basic,never
0,19.7,62.02,3,1,0,1.36,month-to-month,fiber,electronic_check,plus,current
0,3.0,90.79,3,1,0,1.68,month-to-month,dsl,credit_card,plus,past
0,7.9,49.92,1,2,1,0.48,one-year,dsl,electronic_check,premium,past
0,12.5,83.85,3,0,0,0.6,one-year,fiber,electronic_check,plus,past
0,22.1,61.72,2,4,1,1.62,month-to-month,fiber,credit_card,basic,never
0,7.3,48.56,2,0,0,2.3,two-year,fiber,electronic_check,plus,never
1,3.8,98.95,2,2,0,0.92,month-to-month,fiber,credit_card,basic,never
0,7.0,33.19,3,1,2,4.47,month-to-month,fiber,credit_card,premium,current
0,26.0,91.68,1,1,0,0.77,month-to-month,none,bank_transfer,plus,never
0,10.8,59.45,2,1,2,2.29,two-year,fiber,credit_card,plus,never
0,0.7,94.28,2,2,0,4.98,month-to-month,fiber,electronic_check,basic,current
1,18.2,39.26,0,3,1,3.27,month-to-month,none,credit_card,basic,past
0,11.3,44.84,3,1,0,1.03,month-to-month,dsl,bank_transfer,premium,never
0,23.7,40.56,2,2,0,1.38,two-year,dsl,electronic_check,basic,past
1,3.2,138.9,2,3,0,2.11,month-to-month,fiber,credit_card,basic,past
0,16.0,57.17,2,0,0,2.89,month-to-month,none,credit_card,premium,past
0,3.1,68.81,2,1,0,2.98,one-year,fiber,electronic_check,plus,past
0,30.9,10.0,3,2,0,1.74,month-to-month,dsl,electronic_check,basic,never
0,44.3,83.05,2,4,0,3.17,month-to-month,fiber,bank_transfer,basic,past
1,62.2,93.96,1,1,1,4.33,month-to-month,dsl,bank_transfer,basic,never
0,1.0,46.18,2,1,1,1.16,month-to-month,dsl,credit_card,basic,past
0,7.2,50.17,0,4,0,2.11,one-year,none,bank_transfer,basic,past
1,6.1,73.63,3,2,2,3.28,month-to-month,fiber,electronic_check,basic,never
0,39.0,84.92,3,3,0,2.48,two-year,fiber,electronic_check,plus,never
1,72.0,80.79,2,4,0,1.94,month-to-month,fiber,electronic_check,basic,never
0,48.6,62.55,3,4,0,1.22,one-year,fiber,credit_card,plus,past
0,68.4,90.39,2,2,1,1.75,one-year,dsl,credit_card,plus,past
0,0.6,75.92,2,4,0,1.87,month-to-month,fiber,bank_transfer,basic,never
1,2.5,81.62,1,2,1,2.01,month-to-month,fiber,credit_card,plus,past
0,72.0,66.16,2,3,0,4.47,one-year,dsl,bank_transfer,basic,never
0,18.7,61.72,1,2,1,3.84,one-year,fiber,bank_transfer,plus,never
0,16.4,89.81,2,4,0,1.18,two-year,none,electronic_check,basic,current
0,11.8,107.66,2,2,0,1.37,one-year,none,electronic_check,basic,past
0,16.8,56.15,2,3,2,0.65,month-to-month,dsl,credit_card,basic,never
1,3.5,64.75,2,2,1,0.0,month-to-month,dsl,electronic_check,basic,never
0,27.7,23.91,2,2,1,2.75,one-year,fiber,electronic_check,plus,past
0,27.1,54.67,2,4,0,1.33,two-year,dsl,bank_transfer,basic,never
0,17.8,87.72,1,2,0,3.43,month-to-month,fiber,bank_transfer,basic,past
0,66.5,86.08,0,2,0,0.0,month-to-month,none,electronic_check,basic,past
0,6.6,61.56,2,0,0,2.43,month-to-month,dsl,credit_card,plus,never
0,2.1,68.27,1,2,1,5.0,month-to-month,fiber,electronic_check,plus,current
0,9.7,37.98,2,4,1,1.34,month-to-month,fiber,electronic_check,basic,past
0,13.8,65.9,0,1,0,4.46,month-to-month,none,credit_card,plus,past
0,4.5,100.54,4,2,1,0.0,month-to-month,dsl,credit_card,basic,current
0,4.5,97.76,2,2,1,2.23,month-to-month,fiber,bank_transfer,basic,current
0,26.7,114.9,1,0,2,1.12,month-to-month,dsl,bank_transfer,plus,current
0,72.0,102.57,2,2,2,2.55,one-year,fiber,bank_transfer,basic,current
0,6.3,61.38,2,2,2,4.35,month-to-month,dsl,credit_card,basic,never
0,54.1,94.18,3,2,2,1.22,month-to-month,fiber,electronic_check,premium,current
0,24.7,59.19,1,3,2,1.03,two-year,fiber,credit_card,basic,current
0,21.0,44.95,2,2,1,2.13,month-to-month,dsl,electronic_check,basic,past
0,3.8,59.46,3,5,0,2.86,two-year,dsl,electronic_check,plus,current
0,3.7,57.47,2,2,1,4.65,one-year,fiber,electronic_check,plus,past
0,37.8,111.44,1,2,0,2.27,month-to-month,fiber,electronic_check,basic,current
0,1.1,64.88,1,2,0,1.74,month-to-month,dsl,electronic_check,basic,past
0,1.7,78.76,1,2,2,2.92,month-to-month,none,electronic_check,basic,never
1,29.4,73.52,2,1,1,0.0,month-to-month,none,electronic_check,plus,past
0,3.5,73.34,1,3,1,0.91,one-year,fiber,bank_transfer,basic,past
0,7.1,75.05,1,4,0,3.08,month-to-month,fiber,bank_transfer,basic,past
0,3.2,45.52,2,3,0,3.27,two-year,none,credit_card,basic,never
0,6.7,68.79,3,2,1,2.92,month-to-month,fiber,bank_transfer,premium,past
0,42.7,81.45,1,0,2,2.26,one-year,none,bank_transfer,plus,never
0,59.6,28.85,1,0,0,1.74,one-year,dsl,electronic_check,premium,current
0,8.2,66.09,2,3,0,2.04,month-to-month,fiber,credit_card,basic,current
0,1.7,95.12,1,4,1,1.34,two-year,fiber,electronic_check,basic,never
0,37.6,57.47,3,3,1,2.03,one-year,dsl,bank_transfer,plus,current
0,35.3,79.35,3,4,1,0.6,month-to-month,fiber,electronic_check,basic,current
0,0.3,31.98,1,2,1,1.44,one-year,fiber,electronic_check,plus,never
0,24.9,25.05,3,2,1,1.81,month-to-month,fiber,bank_transfer,premium,never
0,21.0,99.09,1,1,0,4.49,month-to-month,dsl,electronic_check,plus,current
0,9.5,59.23,3,1,2,1.3,month-to-month,fiber,electronic_check,plus,past
0,20.1,81.2,2,2,1,2.71,one-year,fiber,bank_transfer,plus,current
0,3.9,73.02,3,2,0,1.87,month-to-month,dsl,electronic_check,plus,never
0,10.6,62.59,2,1,0,1.22,month-to-month,fiber,bank_transfer,premium,never
0,8.7,81.92,2,2,0,2.66,one-year,dsl,credit_card,basic,past
0,7.6,66.7,1,1,1,1.44,one-year,fiber,electronic_check,premium,past
0,12.7,81.15,3,4,0,2.4,month-to-month,fiber,electronic_check,basic,past
0,23.9,50.94,1,2,0,2.52,month-to-month,fiber,electronic_check,basic,never
0,4.0,73.89,2,1,2,1.0,month-to-month,dsl,credit_card,plus,never
0,12.1,95.72,1,0,0,1.73,two-year,dsl,credit_card,plus,never
0,13.1,89.54,1,1,1,2.59,month-to-month,none,bank_transfer,basic,never
0,6.5,75.29,2,4,0,5.58,month-to-month,fiber,credit_card,plus,past
1,7.4,41.97,2,6,0,1.64,one-year,dsl,bank_transfer,basic,current
0,4.3,100.51,3,1,1,3.66,one-year,fiber,electronic_check,basic,never
0,21.9,88.09,1,2,0,3.4,month-to-month,dsl,electronic_check,basic,past
0,4.5,60.86,3,1,0,1.77,month-to-month,fiber,credit_card,basic,never
1,24.3,54.45,1,2,0,1.5,one-year,fiber,electronic_check,basic,never
0,8.4,102.57,3,3,1,2.87,one-year,dsl,credit_card,basic,past
0,14.1,39.5,3,3,0,1.78,month-to-month,dsl,electronic_check,basic,past
0,34.2,105.16,3,2,0,1.72,month-to-month,dsl,electronic_check,basic,never
0,10.7,74.98,2,4,0,3.61,two-year,fiber,electronic_check,basic,never
0,18.4,36.54,2,2,0,3.63,two-year,fiber,electronic_check,plus,past
0,35.9,52.76,2,1,2,0.66,month-to-month,fiber,credit_card,plus,past
1,1.1,70.86,1,2,0,2.55,month-to-month,dsl,credit_card,basic,current
0,5.5,85.79,1,1,0,3.47,month-to-month,dsl,electronic_check,plus,never
0,38.0,81.46,4,2,0,0.0,month-to-month,dsl,electronic_check,plus,never
0,11.9,122.67,2,1,0,1.52,one-year,fiber,bank_transfer,plus,past
0,14.3,86.53,2,1,0,3.47,month-to-month,fiber,electronic_check,basic,never
1,3.1,91.11,2,1,1,3.64,month-to-month,fiber,electronic_check,plus,never
0,1.4,54.2,2,3,1,2.77,month-to-month,fiber,electronic_check,basic,never
0,4.3,77.58,2,2,0,3.92,month-to-month,dsl,bank_transfer,basic,current
0,22.3,97.9,2,0,0,3.77,month-to-month,fiber,bank_transfer,plus,never
0,19.9,48.36,1,2,0,2.54,one-year,none,electronic_check,plus,never
0,16.6,63.9,1,0,0,2.59,two-year,dsl,electronic_check,premium,never
0,24.0,96.6,1,2,2,0.17,month-to-month,dsl,bank_transfer,plus,never
0,22.7,22.21,1,1,0,1.88,two-year,none,electronic_check,premium,current
0,13.0,63.1,2,5,0,0.6,month-to-month,fiber,bank_transfer,basic,current
0,4.9,10.0,2,3,0,2.04,month-to-month,fiber,electronic_check,basic,never
0,15.5,119.03,2,2,1,1.88,one-year,dsl,electronic_check,basic,never
0,27.6,90.41,2,2,0,0.9,month-to-month,dsl,credit_card,plus,past
0,12.8,87.18,2,2,0,4.23,two-year,none,electronic_check,basic,past
0,6.6,44.52,2,5,0,3.03,month-to-month,fiber,electronic_check,basic,never
0,10.0,67.68,2,2,1,2.03,month-to-month,fiber,electronic_check,basic,never
0,15.5,73.67,2,1,2,3.56,month-to-month,fiber,electronic_check,basic,past
0,1.2,43.07,2,3,0,4.39,month-to-month,fiber,bank_transfer,basic,current
0,19.6,88.84,1,3,0,4.66,one-year,fiber,electronic_check,basic,current
1,7.4,19.1,1,2,1,2.16,month-to-month,none,electronic_check,basic,current
0,7.4,48.81,1,2,2,3.13,one-year,dsl,bank_transfer,plus,past
0,71.8,36.87,2,2,1,2.97,month-to-month,dsl,bank_transfer,basic,past
0,0.3,68.32,3,2,2,3.89,month-to-month,fiber,bank_transfer,basic,never
0,40.0,85.93,3,2,1,4.09,month-to-month,fiber,credit_card,basic,never
0,50.4,45.47,2,0,0,3.23,one-year,fiber,bank_transfer,premium,never
0,22.4,74.2,2,2,1,2.6,month-to-month,dsl,credit_card,basic,never
0,31.0,124.67,1,1,2,2.26,two-year,dsl,bank_transfer,basic,current
0,29.9,84.71,2,1,0,2.09,month-to-month,dsl,credit_card,basic,current
0,1.4,23.16,3,3,2,3.08,month-to-month,dsl,electronic_check,basic,current
1,26.8,68.83,2,2,0,2.48,one-year,fiber,electronic_check,basic,past
0,5.7,79.38,2,1,1,4.22,one-year,fiber,credit_card,basic,past
0,1.9,39.32,3,0,1,2.42,month-to-month,dsl,credit_card,plus,never
0,4.9,71.9,1,6,0,1.12,month-to-month,dsl,electronic_check,basic,current
0,6.2,31.35,1,0,0,5.36,month-to-month,fiber,bank_transfer,plus,never
0,8.2,98.05,1,2,0,2.95,month-to-month,fiber,electronic_check,plus,never
0,7.7,65.55,1,1,1,2.55,one-year,dsl,bank_transfer,plus,current
0,26.3,38.88,2,4,0,0.0,two-year,dsl,electronic_check,basic,never
0,4.8,29.44,3,3,0,2.72,month-to-month,fiber,electronic_check,basic,past
0,15.1,117.2,3,2,0,1.37,two-year,dsl,electronic_check,plus,past
1,2.9,118.09,2,0,0,5.31,month-to-month,fiber,bank_transfer,premium,past
0,17.7,82.77,2,1,0,3.02,month-to-month,dsl,bank_transfer,plus,never
0,4.0,124.75,3,2,1,1.89,one-year,dsl,bank_transfer,basic,never
0,7.6,21.73,2,4,0,0.6,two-year,fiber,credit_card,basic,past
0,20.1,26.21,2,4,0,3.64,month-to-month,dsl,credit_card,basic,current
0,1.8,104.35,4,0,0,2.03,two-year,fiber,credit_card,plus,never
0,8.9,68.92,1,5,0,3.47,two-year,fiber,credit_card,basic,never
0,33.0,94.58,4,3,1,2.46,month-to-month,dsl,credit_card,basic,past
1,1.2,71.85,2,5,0,0.14,month-to-month,dsl,electronic_check,plus,past
1,27.4,58.51,2,4,2,4.99,month-to-month,fiber,credit_card,basic,never
1,3.9,57.97,1,3,1,1.21,month-to-month,fiber,bank_transfer,basic,past
0,3.8,85.16,2,2,0,1.86,month-to-month,dsl,bank_transfer,basic,past
1,15.0,68.75,3,3,0,1.89,month-to-month,fiber,electronic_check,basic,past
0,7.8,51.11,2,1,1,2.52,month-to-month,dsl,electronic_check,plus,never
0,38.3,91.7,2,3,0,1.7,month-to-month,dsl,electronic_check,premium,current
0,1.3,65.61,2,1,0,2.09,two-year,fiber,electronic_check,basic,never
0,37.8,51.54,3,2,0,2.53,two-year,fiber,electronic_check,basic,never
0,23.9,75.14,3,3,1,1.62,month-to-month,fiber,electronic_check,basic,past
0,41.2,74.48,1,3,1,2.9,one-year,fiber,bank_transfer,basic,past
0,22.0,90.63,3,2,1,1.97,month-to-month,fiber,electronic_check,basic,never
0,43.2,69.91,3,2,0,2.08,month-to-month,dsl,electronic_check,basic,past
1,38.8,100.98,2,4,1,3.28,two-year,fiber,electronic_check,basic,past
0,15.9,79.03,2,0,0,1.22,one-year,fiber,credit_card,plus,past
0,50.2,94.41,1,3,0,0.14,one-year,none,electronic_check,basic,current
0,15.8,39.7,3,3,1,3.46,month-to-month,fiber,electronic_check,basic,never
0,6.9,68.6,1,2,0,1.91,month-to-month,dsl,bank_transfer,basic,never
0,26.2,67.92,4,1,0,3.77,one-year,fiber,electronic_check,plus,past
0,3.6,76.37,1,1,0,1.46,one-year,fiber,credit_card,basic,never
0,6.6,80.55,2,1,0,3.18,one-year,dsl,electronic_check,basic,never
0,25.1,41.82,2,2,1,2.3,one-year,dsl,credit_card,plus,past
0,44.2,53.51,0,2,0,2.99,month-to-month,none,electronic_check,basic,past
0,9.4,21.48,2,4,0,2.7,month-to-month,fiber,credit_card,basic,never
0,50.9,51.47,2,2,1,3.22,one-year,fiber,credit_card,basic,current
0,64.2,69.09,2,2,0,3.02,month-to-month,dsl,bank_transfer,plus,never
0,14.0,98.32,3,2,1,3.01,one-year,fiber,credit_card,basic,current
1,25.3,103.87,1,4,0,2.13,month-to-month,fiber,electronic_check,basic,current
0,56.1,97.81,1,2,0,1.63,one-year,none,electronic_check,basic,current
1,9.8,54.12,2,2,0,3.8,two-year,none,electronic_check,basic,past
1,12.9,47.22,2,2,0,1.88,month-to-month,none,credit_card,basic,past
0,14.2,32.27,1,0,0,1.82,month-to-month,fiber,electronic_check,plus,never
0,72.0,30.94,2,2,1,1.04,two-year,fiber,credit_card,basic,never
0,28.6,42.73,2,3,1,3.38,one-year,dsl,bank_transfer,basic,current
1,25.6,72.26,2,2,0,2.4,month-to-month,fiber,electronic_check,premium,past
0,2.5,54.27,3,1,0,1.25,one-year,fiber,bank_transfer,basic,past
1,66.1,104.85,3,1,0,2.34,one-year,fiber,bank_transfer,basic,past
0,13.8,74.4,1,3,1,5.07,month-to-month,none,electronic_check,basic,never
0,10.5,63.69,2,2,0,2.65,two-year,fiber,bank_transfer,basic,current
0,10.8,71.84,1,3,0,2.13,month-to-month,fiber,credit_card,basic,past
0,0.6,39.07,0,1,1,3.03,two-year,none,electronic_check,premium,past
0,0.2,43.63,4,0,0,1.68,month-to-month,dsl,credit_card,plus,past
1,2.0,92.74,3,1,0,2.33,month-to-month,dsl,electronic_check,basic,never
0,9.0,37.64,3,4,2,0.62,month-to-month,fiber,electronic_check,plus,current
0,49.6,84.01,4,3,0,3.09,one-year,dsl,bank_transfer,premium,never
1,19.4,53.39,2,0,0,2.95,month-to-month,dsl,electronic_check,plus,past
0,6.3,128.27,1,0,0,2.75,two-year,fiber,credit_card,plus,never
0,3.7,50.88,3,1,0,5.54,month-to-month,fiber,bank_transfer,plus,past
1,3.1,75.67,4,2,3,2.41,month-to-month,fiber,electronic_check,basic,never
0,53.6,62.01,2,0,0,1.37,one-year,dsl,electronic_check,plus,current
1,0.0,35.42,2,4,0,3.01,two-year,fiber,electronic_check,plus,never
0,10.5,50.41,1,3,1,2.89,one-year,fiber,credit_card,basic,never
0,12.8,29.54,2,0,0,1.02,month-to-month,fiber,electronic_check,plus,current
0,11.1,59.73,1,1,1,2.49,month-to-month,dsl,bank_transfer,basic,past
0,56.2,100.44,3,4,1,3.78,month-to-month,dsl,bank_transfer,basic,never
0,57.0,33.27,2,2,0,1.24,two-year,fiber,electronic_check,basic,past
0,11.4,71.15,3,2,2,0.0,month-to-month,dsl,electronic_check,basic,never
1,13.5,106.88,1,1,1,2.29,month-to-month,dsl,bank_transfer,basic,past
0,4.3,93.24,3,1,1,3.66,one-year,fiber,electronic_check,plus,current
1,9.9,71.39,1,2,1,1.85,month-to-month,fiber,electronic_check,premium,never
0,11.2,82.2,1,2,0,2.89,one-year,none,bank_transfer,plus,current
0,16.9,105.49,2,1,0,2.2,month-to-month,dsl,credit_card,premium,current
0,17.9,93.76,1,3,0,1.83,month-to-month,dsl,electronic_check,basic,past
0,44.4,38.48,3,3,1,2.36,month-to-month,fiber,electronic_check,plus,past
0,7.2,71.23,2,3,0,2.57,month-to-month,fiber,electronic_check,basic,past
0,11.9,59.14,3,2,1,2.46,month-to-month,fiber,electronic_check,premium,never
1,2.1,55.02,2,0,1,4.12,month-to-month,fiber,bank_transfer,plus,never
0,5.8,57.87,2,3,1,3.24,month-to-month,dsl,bank_transfer,basic,past
0,24.9,69.38,1,2,0,1.69,month-to-month,fiber,credit_card,basic,past
1,9.8,51.09,3,1,1,3.17,month-to-month,fiber,electronic_check,basic,past
0,4.6,77.66,2,3,0,2.04,one-year,dsl,electronic_check,basic,past
0,17.3,34.87,2,1,0,2.69,month-to-month,dsl,electronic_check,plus,past
0,7.8,52.41,3,0,1,2.29,one-year,fiber,credit_card,plus,past
1,16.4,67.96,2,1,1,3.68,month-to-month,fiber,electronic_check,plus,past
1,36.7,45.03,2,3,1,3.08,one-year,fiber,bank_transfer,basic,past
0,22.0,58.81,2,1,1,1.54,month-to-month,fiber,bank_transfer,plus,never
0,14.3,70.0,1,2,1,3.26,month-to-month,fiber,credit_card,basic,current
1,28.9,61.26,4,0,1,2.53,one-year,fiber,electronic_check,plus,past
0,9.4,28.2,2,1,1,3.37,month-to-month,fiber,electronic_check,plus,current
0,3.3,59.65,2,0,0,3.75,one-year,fiber,credit_card,plus,never
1,14.7,82.82,0,1,0,3.21,month-to-month,none,electronic_check,basic,past
0,13.2,96.5,1,1,1,0.65,month-to-month,none,credit_card,premium,past
1,10.0,76.49,1,0,1,1.65,month-to-month,none,electronic_check,premium,past
0,3.5,56.61,2,4,0,2.74,month-to-month,none,electronic_check,plus,past
0,5.0,77.89,1,3,0,3.08,one-year,dsl,credit_card,basic,past
0,10.9,112.49,2,1,1,1.06,month-to-month,none,electronic_check,plus,past
1,13.2,75.17,2,3,1,0.89,month-to-month,none,electronic_check,basic,past
0,10.8,61.22,2,3,0,4.5,month-to-month,dsl,credit_card,plus,past
0,20.4,54.12,2,2,0,2.19,month-to-month,fiber,electronic_check,premium,never
0,8.3,19.18,1,1,1,1.68,month-to-month,dsl,electronic_check,plus,never
0,36.9,82.75,2,2,0,0.6,month-to-month,fiber,credit_card,basic,never
0,26.8,57.92,2,3,0,2.43,one-year,dsl,electronic_check,basic,never
0,1.1,21.43,2,1,2,2.29,month-to-month,fiber,electronic_check,basic,never
0,18.1,56.46,2,5,1,2.77,month-to-month,dsl,bank_transfer,basic,never
1,34.8,88.94,2,1,0,1.93,month-to-month,fiber,credit_card,basic,past
0,9.8,56.99,1,3,1,4.03,one-year,fiber,credit_card,basic,never
1,7.8,96.05,1,3,0,5.08,month-to-month,fiber,bank_transfer,plus,past
0,7.7,29.78,2,3,0,1.61,month-to-month,fiber,electronic_check,plus,past
0,6.6,69.55,0,3,0,0.85,month-to-month,none,bank_transfer,basic,never
0,7.0,68.19,1,1,1,2.32,month-to-month,dsl,electronic_check,basic,current
0,50.9,97.75,1,3,0,0.7,two-year,none,credit_card,basic,never
0,2.4,82.65,1,2,2,3.16,one-year,fiber,credit_card,basic,current
0,18.6,61.85,2,5,1,1.97,one-year,dsl,bank_transfer,basic,never
0,3.3,54.23,3,1,1,3.0,month-to-month,dsl,credit_card,plus,never
0,15.6,62.82,3,3,0,2.84,month-to-month,fiber,electronic_check,basic,never
0,28.5,49.98,1,3,1,4.9,month-to-month,fiber,electronic_check,basic,never
1,4.3,124.37,3,1,0,2.36,month-to-month,fiber,bank_transfer,plus,never
0,19.1,109.33,2,3,0,4.07,month-to-month,none,credit_card,basic,past
0,54.2,86.03,2,1,0,2.43,month-to-month,fiber,electronic_check,basic,past
0,3.2,44.07,1,3,0,3.32,month-to-month,none,electronic_check,basic,past
1,61.5,111.83,1,3,0,1.19,month-to-month,fiber,electronic_check,basic,never
0,7.0,76.86,2,2,0,3.27,two-year,dsl,credit_card,premium,never
0,7.1,85.48,2,3,1,1.7,one-year,dsl,electronic_check,basic,never
1,10.5,120.82,3,2,0,5.27,one-year,fiber,electronic_check,plus,never
1,17.6,95.66,1,1,1,1.7,month-to-month,fiber,bank_transfer,basic,current
0,13.2,79.54,1,3,1,1.82,month-to-month,none,credit_card,basic,current
0,19.1,10.33,2,2,0,4.33,two-year,fiber,credit_card,basic,never
0,5.3,63.38,1,3,0,3.6,two-year,fiber,credit_card,basic,past
1,3.9,95.38,2,2,0,1.83,month-to-month,fiber,electronic_check,basic,past
0,25.4,66.35,2,2,0,0.6,month-to-month,fiber,electronic_check,plus,past
0,4.8,76.57,2,1,0,2.09,two-year,fiber,bank_transfer,plus,never
0,22.4,53.05,2,2,0,1.9,one-year,dsl,credit_card,basic,never
0,34.5,51.77,1,1,0,2.99,one-year,dsl,bank_transfer,basic,past
0,3.3,46.46,1,3,1,3.16,one-year,none,bank_transfer,basic,current
0,1.6,72.53,2,2,1,2.93,month-to-month,fiber,electronic_check,basic,never
0,1.4,75.3,2,0,0,1.82,one-year,fiber,bank_transfer,plus,never
0,9.5,119.69,2,4,0,1.59,month-to-month,dsl,credit_card,basic,never
0,19.2,31.8,3,2,0,0.88,month-to-month,dsl,credit_card,basic,past
1,21.0,63.93,1,2,1,2.86,month-to-month,dsl,credit_card,basic,past
0,6.2,62.83,1,2,0,1.14,month-to-month,fiber,credit_card,premium,past
0,19.3,53.43,3,4,0,3.88,one-year,fiber,bank_transfer,basic,never
0,1.6,45.32,1,1,1,2.34,one-year,none,credit_card,premium,past
1,3.6,65.08,2,4,2,1.2,month-to-month,fiber,electronic_check,basic,never
0,6.7,78.66,1,3,0,3.24,one-year,fiber,electronic_check,basic,current
0,20.4,47.77,3,4,0,0.99,month-to-month,fiber,credit_card,premium,past
0,17.2,71.14,2,1,0,1.67,month-to-month,dsl,electronic_check,plus,past
0,28.1,104.41,4,1,0,1.95,one-year,fiber,bank_transfer,basic,current
0,30.0,75.4,2,0,0,1.45,two-year,dsl,electronic_check,premium,past
1,13.2,32.12,3,1,2,3.38,month-to-month,fiber,electronic_check,basic,never
0,13.6,78.0,2,3,0,2.73,month-to-month,fiber,bank_transfer,basic,past
0,36.1,28.81,2,3,1,1.65,two-year,fiber,credit_card,basic,never
0,3.9,56.12,3,3,0,2.26,two-year,fiber,bank_transfer,basic,never
0,9.2,82.59,1,3,1,1.41,month-to-month,dsl,credit_card,plus,never
0,24.3,60.09,1,2,1,2.51,month-to-month,fiber,bank_transfer,basic,never
0,11.2,74.28,2,3,1,2.23,month-to-month,dsl,credit_card,basic,past
0,27.3,71.79,2,2,1,2.76,month-to-month,fiber,electronic_check,plus,past
0,16.2,49.5,1,4,0,2.12,month-to-month,fiber,electronic_check,basic,current
0,0.1,130.42,4,0,1,1.66,two-year,dsl,electronic_check,plus,past
0,4.5,73.31,0,1,2,2.42,month-to-month,none,electronic_check,plus,past
0,8.4,69.47,3,4,0,1.95,two-year,fiber,electronic_check,basic,past
0,17.4,45.89,1,4,0,2.62,month-to-month,fiber,bank_transfer,basic,never
0,5.1,52.72,2,1,2,1.28,two-year,dsl,credit_card,premium,never
0,18.9,56.04,3,3,1,1.27,month-to-month,fiber,electronic_check,basic,current
0,46.3,102.52,3,4,0,4.4,month-to-month,fiber,electronic_check,basic,past
1,4.5,93.29,3,1,1,3.07,month-to-month,dsl,electronic_check,basic,past
1,19.6,130.44,2,2,1,1.74,month-to-month,dsl,electronic_check,basic,past
1,13.4,106.85,3,1,0,2.1,month-to-month,dsl,electronic_check,plus,never
0,6.1,77.43,1,2,0,4.7,month-to-month,fiber,bank_transfer,basic,never
0,11.5,55.3,2,1,1,2.93,month-to-month,fiber,bank_transfer,plus,never
0,6.4,43.21,4,4,1,4.33,month-to-month,fiber,electronic_check,basic,past
1,13.0,110.7,1,3,0,4.68,month-to-month,dsl,electronic_check,basic,never
0,20.9,17.33,2,1,0,3.09,one-year,dsl,electronic_check,plus,never
0,22.2,112.72,2,1,2,2.67,month-to-month,dsl,electronic_check,basic,never
0,1.6,67.52,3,2,1,2.98,two-year,fiber,credit_card,basic,current
0,47.7,60.32,2,2,0,1.68,two-year,dsl,credit_card,basic,past
0,6.8,61.36,2,3,1,3.63,one-year,dsl,electronic_check,basic,current
0,2.3,98.82,3,3,1,2.16,two-year,fiber,electronic_check,plus,past
0,1.4,40.87,2,1,1,1.76,one-year,fiber,credit_card,basic,past
0,11.5,80.48,2,3,1,4.43,one-year,fiber,bank_transfer,basic,never
0,10.0,51.91,1,3,0,2.2,month-to-month,dsl,credit_card,basic,never
0,3.5,30.97,2,2,2,1.93,two-year,dsl,bank_transfer,premium,never
0,4.6,72.09,2,2,0,1.19,month-to-month,fiber,electronic_check,premium,current
0,20.6,83.34,1,0,0,1.42,month-to-month,fiber,credit_card,plus,never
0,9.9,43.27,1,4,0,2.28,one-year,fiber,credit_card,basic,never
0,46.7,67.7,2,3,1,2.2,one-year,fiber,bank_transfer,basic,past
0,10.8,51.83,1,4,0,3.6,month-to-month,none,electronic_check,premium,past
0,7.2,42.7,2,1,1,4.07,month-to-month,fiber,electronic_check,premium,current
0,19.4,38.73,2,2,1,3.03,two-year,none,electronic_check,basic,never
1,59.4,113.47,2,6,2,4.29,month-to-month,none,electronic_check,plus,past
0,35.1,16.48,3,0,1,2.79,two-year,fiber,electronic_check,plus,past
0,18.4,90.42,3,2,1,1.71,one-year,dsl,bank_transfer,basic,never
1,8.3,101.83,3,2,0,1.42,one-year,fiber,credit_card,basic,never
0,3.4,80.11,2,1,0,0.6,month-to-month,fiber,bank_transfer,basic,past
0,5.5,33.79,2,2,2,1.61,two-year,fiber,electronic_check,basic,past
0,11.2,52.61,3,1,0,2.39,month-to-month,fiber,electronic_check,basic,current
0,23.4,11.49,2,4,1,0.55,two-year,dsl,credit_card,basic,never
0,22.6,81.24,3,1,0,2.63,one-year,dsl,electronic_check,basic,current
0,1.9,70.92,4,0,1,0.0,two-year,dsl,credit_card,premium,never
0,25.2,82.88,3,2,0,0.01,two-year,dsl,credit_card,plus,past
0,40.2,84.65,3,2,1,2.33,month-to-month,dsl,bank_transfer,basic,past
0,20.2,96.65,1,3,1,2.74,month-to-month,fiber,credit_card,basic,current
0,25.1,78.49,3,3,0,4.38,month-to-month,fiber,bank_transfer,basic,past
0,22.8,77.22,2,3,1,0.0,two-year,none,bank_transfer,basic,never
0,8.0,68.11,2,1,0,1.97,two-year,none,credit_card,plus,never
0,16.6,39.73,3,3,1,5.73,month-to-month,dsl,bank_transfer,plus,never
1,2.0,92.26,3,1,1,3.38,two-year,dsl,electronic_check,basic,past
0,9.1,102.23,1,3,1,1.68,two-year,dsl,electronic_check,basic,current
0,6.0,48.65,2,3,0,0.74,one-year,dsl,electronic_check,basic,never
0,0.3,34.03,2,3,0,3.0,month-to-month,fiber,electronic_check,basic,never
0,61.3,55.34,2,2,0,2.72,month-to-month,fiber,bank_transfer,plus,past
0,13.3,85.07,1,1,1,1.41,month-to-month,dsl,electronic_check,premium,current
0,20.8,71.81,3,1,0,0.99,month-to-month,fiber,credit_card,plus,never
0,65.9,125.47,2,1,0,0.0,month-to-month,dsl,electronic_check,premium,never
